UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
SP,35,18800,Guarulhos,1337087
MA,21,09304,Presidente Vargas,11391
SP,35,37008,Pedregulho,16582
SC,42,11702,Orleans,22587
MG,31,50406,Piedade dos Gerais,4954
RS,43,10504,Iraí,7969
MA,21,02408,Cajapió,10975
SP,35,14809,Eldorado,15388
ES,32,01100,Bom Jesus do Norte,10215
PR,41,18303,Paranapoema,3084
PE,26,14808,Tacaratu,25003
RS,43,04358,Candiota,9362
BA,29,05701,Camaçari,292074
RS,43,19364,São Pedro das Missões,1991
SC,42,03303,Campo Alegre,12002
SC,42,12502,Penha,30262
RS,43,10652,Itati,2592
GO,52,15256,Novo Planalto,4343
BA,29,01106,Amélia Rodrigues,26424
MG,31,53004,Pratinha,3543
BA,29,17607,Jaguaquara,55751
MG,31,64803,São Sebastião do Rio Preto,1591
PI,22,09609,São Félix do Piauí,2909
PR,41,15358,Maripá,5784
SP,35,36570,Paulistânia,1840
RS,43,22905,Viadutos,5237
MG,31,60801,São Bento Abade,5103
MG,31,03751,Araporã,6717
PR,41,11100,Itambé,6201
MT,51,08402,Várzea Grande,271339
SC,42,12304,Paulo Lopes,7282
SC,42,02453,Bombinhas,18052
SP,35,26308,Lagoinha,4949
PA,15,03200,Igarapé-Açu,37547
RN,24,02501,Carnaubais,10592
SC,42,15687,Santa Terezinha do Progresso,2611
ES,32,02603,Iconha,13904
SP,35,43907,Rio Claro,201473
PR,41,24053,Santa Terezinha de Itaipu,22783
MG,31,49309,Pedro Leopoldo,63406
ES,32,03403,Mimoso do Sul,27369
PA,15,01402,Belém,1446042
MG,31,71071,Veredinha,5786
BA,29,25006,Planalto,26743
PR,41,03024,Boa Esperança do Iguaçu,2694
PI,22,08700,Redenção do Gurguéia,8618
TO,17,20655,Silvanópolis,5372
SP,35,52700,Tabatinga,16021
SP,35,38600,Piracaia,26841
GO,52,15801,Palmelo,2420
GO,52,01405,Aparecida de Goiânia,532135
PA,15,04406,Marapanim,27471
RN,24,01909,Caiçara do Rio do Vento,3645
PR,41,12009,Jaguariaíva,34647
RS,43,19711,São Valentim do Sul,2261
RJ,33,02601,Mangaratiba,41557
MS,50,01243,Aral Moreira,11586
BA,29,26657,Ribeirão do Largo,7835
AM,13,03957,São Sebastião do Uatumã,13105
PA,15,06583,Santa Maria das Barreiras,20396
MG,31,58953,Santana do Paraíso,32232
AM,13,00508,Barreirinha,31105
BA,29,30766,Sítio do Quinto,11517
MG,31,27370,Goiabeira,3304
MG,31,27339,Gameleiras,5250
PR,41,20358,Pranchita,5517
PB,25,08406,Lastro,2745
ES,32,02454,Ibatiba,25567
RN,24,12104,São João do Sabugi,6240
CE,23,07007,Jaguaruana,33607
TO,17,10706,Itaguatins,6007
SE,28,04300,Muribeca,7662
RR,14,00605,São Luiz,7503
RS,43,20859,Tabaí,4494
PR,41,25753,São Pedro do Iguaçu,6336
MT,51,03254,Colniza,34885
SP,35,21408,Iracemápolis,22914
CE,23,00903,Apuiarés,14644
RS,43,12401,Montenegro,63551
MG,31,08909,Brazópolis,14911
PB,25,11301,Piancó,16039
AL,27,04708,Marechal Deodoro,51715
RS,43,09506,Guarani das Missões,8114
BA,29,10107,Dom Basílio,12553
BA,29,13903,Ipiaú,47606
BA,29,10750,Fátima,18461
MG,31,58706,Santana do Garambéu,2419
MS,50,05400,Maracaju,44042
MG,31,31208,Ipanema,19603
MG,31,52402,Poté,16573
RN,24,03400,Equador,6103
PE,26,11101,Petrolina,337683
PR,41,16208,Morretes,16488
TO,17,01903,Araguacema,6934
MT,51,05580,Marcelândia,10639
PB,25,17209,Vieirópolis,5327
RS,43,11908,Marcelino Ramos,4982
PR,41,09906,Icaraíma,8561
SP,35,49409,São Joaquim da Barra,50520
SC,42,02057,Balneário Barra do Sul,10073
BA,29,08309,Conceição do Almeida,18278
RO,11,00940,Cujubim,21720
PE,26,12471,Santa Cruz da Baixa Verde,12439
MG,31,05608,Barbacena,135829
PR,41,08650,Goioxim,7482
ES,32,04807,São José do Calçado,11024
GO,52,10901,Itapaci,21323
AC,12,00328,Jordão,7685
BA,29,07004,Cardeal da Silva,9809
CE,23,02503,Brejo Santo,48451
PA,15,02806,Curralinho,32881
SP,35,54508,Tietê,40613
TO,17,15754,Palmeirópolis,7666
SP,35,35705,Paraíso,6330
SP,35,05708,Barueri,264935
BA,29,22805,Nova Itarana,8372
PA,15,01303,Barcarena,118537
SP,35,20905,Ipaussu,14674
RN,24,12302,São José do Campestre,12971
RS,43,18481,São José do Hortêncio,4504
BA,29,26400,Riacho de Santana,36246
BA,29,25907,Quijingue,28556
MG,31,09709,Cachoeira de Minas,11607
GO,52,02502,Aruanã,8945
SC,42,08203,Itajaí,208958
MG,31,43302,Montes Claros,398288
MG,31,01607,Alfenas,79222
GO,52,19407,Santa Rita do Araguaia,8069
MG,31,54606,Ribeirão das Neves,325846
MS,50,05004,Jardim,25617
MG,31,39003,Machado,41651
MT,51,00102,Acorizal,5301
CE,23,10506,Pedra Branca,42795
PR,41,26801,Tapejara,15835
SC,42,13906,Presidente Castello Branco,1630
PR,41,13502,Loanda,22754
MG,31,61205,São Francisco de Paula,6671
PE,26,03009,Cabrobó,33557
PI,22,01002,Arraial,4662
MG,31,24807,Estrela do Sul,7940
MA,21,10708,São Domingos do Maranhão,33699
MG,31,64100,São Pedro do Suaçuí,5522
SC,42,08906,Jaraguá do Sul,167300
SC,42,16206,São Francisco do Sul,49658
BA,29,30758,Sítio do Mato,13381
MT,51,08055,Terra Nova do Norte,9816
MG,31,44300,Nanuque,41808
AL,27,03304,Inhapi,18637
RS,43,18200,São Francisco de Paula,21617
RS,43,19208,São Nicolau,5704
RS,43,07906,Farroupilha,69066
TO,17,15101,Novo Acordo,4213
AL,27,09400,Viçosa,26176
PR,41,03222,Bom Sucesso do Sul,3361
MG,31,47501,Passabém,1742
MS,50,07901,Sidrolândia,52975
PR,41,00806,Alvorada do Sul,11148
MG,31,47006,Paracatu,91724
SP,35,05005,Barão de Antonina,3380
PI,22,01572,Belém do Piauí,3485
GO,52,14101,Mutunópolis,3911
PI,22,05805,Luzilândia,25067
PI,22,02455,Capitão Gervásio Oliveira,4021
RS,43,14050,Parobé,55893
RJ,33,03906,Petrópolis,298158
SP,35,55505,Ubirajara,4711
SP,35,21804,Itaí,26287
SP,35,32827,Nova Campina,9406
CE,23,00200,Acaraú,61715
RO,11,01401,Monte Negro,16032
SP,35,43709,Rincão,10809
MG,31,01300,Alagoa,2756
RS,43,23770,Westfália,2965
RN,24,08508,Ouro Branco,4877
PR,41,18808,Peabiru,14171
SP,35,44103,Rio Grande da Serra,48861
SP,35,19501,Ibirarema,7459
MT,51,07156,Reserva do Cabaçal,2638
RJ,33,04110,Porto Real,18552
MG,31,26752,Franciscópolis,5708
CE,23,02107,Baturité,35154
RS,43,21006,Tapera,10809
SP,35,10906,Cássia dos Coqueiros,2607
TO,17,12157,Lavandeira,1845
PE,26,15409,Toritama,43174
ES,32,04302,Presidente Kennedy,11396
GO,52,21577,Uirapuru,2967
BA,29,11659,Guajeru,8322
PE,26,00054,Abreu e Lima,98990
SC,42,02107,Barra Velha,27080
MG,31,11804,Canápolis,12062
BA,29,33000,Valente,28426
MG,31,01003,Águas Vermelhas,13513
SP,35,21903,Itajobi,15212
PE,26,12554,Santa Filomena,14265
GO,52,01801,Aragoiânia,9607
RR,14,00704,Uiramutã,9664
PR,41,05904,Colorado,23811
AL,27,02603,Feira Grande,22458
SP,35,12902,Cosmorama,7381
SP,35,48054,Santo Antônio do Aracanguá,8228
MG,31,12000,Candeias,15128
RS,43,03301,Caibaté,5050
MG,31,45901,Ouro Branco,38601
RS,43,01073,Arroio do Padre,2895
PB,25,08307,Lagoa Seca,27398
MS,50,00252,Alcinópolis,5114
PB,25,04504,Condado,6743
MG,31,16506,Claro dos Poções,7840
RJ,33,04607,Santa Maria Madalena,10198
SP,35,47908,Santo Antônio da Alegria,6785
PA,15,05494,Palestina do Pará,7404
MT,51,07065,Querência,16061
SP,35,24907,Jambeiro,6200
MA,21,00600,Amarante do Maranhão,40756
AM,13,01308,Codajás,27303
GO,52,15702,Palmeiras de Goiás,26855
RN,24,11106,Ruy Barbosa,3673
PR,41,00400,Almirante Tamandaré,114129
BA,29,22706,Nova Canaã,17113
RJ,33,02007,Itaguaí,120855
RS,43,12476,Morro Reuter,6143
RN,24,01859,Caiçara do Norte,6606
MG,31,44201,Nacip Raydan,3270
SE,28,06701,São Cristóvão,88118
PR,41,14401,Mangueirinha,17301
MT,51,07800,Santo Antônio do Leverger,18186
MG,31,45851,Oratórios,4698
CE,23,04285,Eusébio,51913
PB,25,13000,Salgadinho,3927
PR,41,07900,Floresta,6535
PB,25,15401,São Vicente do Seridó,10994
MG,31,40159,Mário Campos,14811
PR,41,20705,Quatiguá,7441
MG,31,28402,Guarani,9031
PB,25,01708,Barra de São Miguel,5943
SP,35,29708,Miguelópolis,21852
SP,35,44004,Rio das Pedras,33464
TO,17,16703,Colméia,8465
BA,29,31806,Tremedal,17854
MG,31,39409,Manhuaçu,87735
RO,11,01492,São Francisco do Guaporé,19353
MG,31,37205,Lagoa da Prata,50714
MT,51,00508,Alto Paraguai,10814
BA,29,12004,Ibiassucê,10337
MG,31,61908,São Gonçalo do Rio Abaixo,10683
AL,27,05804,Olho d'Água do Casado,9381
SE,28,03104,Itabi,5002
TO,17,06258,Crixás do Tocantins,1694
SP,35,32843,Nova Canaã Paulista,2005
MG,31,70206,Uberlândia,669672
SP,35,37206,Pedro de Toledo,11053
MG,31,28253,Guaraciama,4982
MA,21,06409,Mata Roma,16567
GO,52,08301,Divinópolis de Goiás,5007
SC,42,09805,Leoberto Leal,3179
MG,31,47709,Passa Tempo,8336
MG,31,62450,São João das Missões,12760
MG,31,05301,Bandeira do Sul,5708
BA,29,31905,Tucano,52381
MG,31,36959,Juvenília,5861
BA,29,20403,Manoel Vitorino,14364
MT,51,02694,Canabrava do Norte,4654
RJ,33,04201,Resende,126084
SP,35,43303,Ribeirão Pires,121130
MG,31,49408,Pedro Teixeira,1842
RS,43,05850,Coqueiros do Sul,2467
MG,31,69901,Ubá,112186
PR,41,21604,Renascença,6981
SP,35,13405,Cruzeiro,81406
RS,43,13607,Paim Filho,4196
PR,41,07652,Fazenda Rio Grande,93730
PI,22,09450,Santo Antônio dos Milagres,2120
PB,25,07507,João Pessoa,801718
MT,51,08105,Tesouro,3666
BA,29,29354,São José da Vitória,6081
MG,31,46206,Ouro Verde de Minas,6118
CE,23,12601,São Luís do Curu,12805
RS,43,00604,Alvorada,207392
MG,31,06101,Belmiro Braga,3502
MG,31,01102,Aimorés,25703
SP,35,11706,Charqueada,16608
RS,43,13656,Palmares do Sul,11431
PR,41,06407,Cornélio Procópio,48615
SP,35,49102,São João da Boa Vista,89564
MT,51,08600,Vila Rica,24392
RS,43,20305,Selbach,5143
BA,29,20700,Maraú,21246
AL,27,04609,Maravilha,9588
MG,31,16605,Cláudio,28063
MS,50,05608,Miranda,27316
BA,29,06907,Caravelas,22646
MA,21,11532,São Pedro da Água Branca,12461
PE,26,02902,Cabo de Santo Agostinho,202636
RS,43,02220,Boa Vista do Cadeado,2524
MG,31,55108,Rio do Prado,5309
SP,35,30102,Mirandópolis,29181
MG,31,32008,Itacambira,5343
RS,43,16451,Salto do Jacuí,12460
MT,51,07941,Tabaporã,9398
MG,31,58607,Santana do Deserto,4024
PR,41,08908,Guairaçá,6562
SP,35,52551,Suzanápolis,3790
RO,11,00023,Ariquemes,105896
SC,42,09201,Lacerdópolis,2249
PE,26,12802,Santa Terezinha,11682
BA,29,10701,Euclides da Cunha,61618
PA,15,01725,Brasil Novo,14834
PE,26,12901,São Benedito do Sul,15497
SC,42,14607,Rio do Oeste,7428
RS,43,08409,Formigueiro,7074
SE,28,04458,Nossa Senhora Aparecida,8850
SP,35,32603,Nhandeara,11351
PR,41,06704,Cruzeiro do Sul,4628
MA,21,01251,Bacabeira,16812
CE,23,09607,Pacajus,69877
MG,31,04403,Argirita,2874
SC,42,15075,Riqueza,4705
MG,31,53509,Alto Jequitibá,8525
AC,12,00344,Manoel Urbano,8765
RS,43,00208,Ajuricaba,7372
SP,35,51702,Sertãozinho,121412
RN,24,14159,Tenente Laurentino Cruz,5835
RS,43,16600,Sananduva,16189
MG,31,33907,Itaverava,5723
MG,31,36801,Juramento,4342
MS,50,06200,Nova Andradina,51764
MA,21,01806,Benedito Leite,5524
GO,52,05455,Cezarina,8299
BA,29,24009,Paulo Afonso,119930
MG,31,03306,Aracitaba,2112
GO,52,08152,Gameleira de Goiás,3721
SP,35,07704,Braúna,5506
RS,43,13904,Panambi,41473
SC,42,12601,Peritiba,2880
MG,31,60306,Santo Antônio do Jacinto,11992
SP,35,49607,São José do Barreiro,4183
PR,41,27858,Três Barras do Paraná,12242
SP,35,57006,Votorantim,118858
RJ,33,06305,Volta Redonda,263659
MG,31,34707,Jacinto,12549
MG,31,47402,Paraopeba,24273
ES,32,00169,Água Doce do Norte,11958
CE,23,01901,Barbalha,59343
SE,28,05604,Porto da Folha,28615
BA,29,00306,Acajutiba,15764
AM,13,02207,Juruá,13581
GO,52,16304,Paranaiguara,9841
PA,15,06112,Quatipuru,13142
GO,52,14051,Mundo Novo,5786
GO,52,16007,Panamá,2717
BA,29,19306,Lençóis,11544
BA,29,25758,Presidente Tancredo Neves,27803
MG,31,41207,Matutina,3849
RS,43,18051,São Domingos do Sul,3073
GO,52,17401,Pires do Rio,30930
MG,31,33006,Itamonte,15267
PA,15,08035,Tracuateua,29793
PR,41,22206,Rio Branco do Sul,32369
PR,41,22172,Rio Branco do Ivaí,4104
MG,31,66709,Serra dos Aimorés,8789
MA,21,07456,Olinda Nova do Maranhão,14474
PE,26,10707,Paulista,325590
SP,35,50704,São Sebastião,84294
RS,43,07005,Erechim,102906
MA,21,01731,Belágua,7350
AM,13,03908,São Paulo de Olivença,37300
SC,42,06603,Guarujá do Sul,5118
MG,31,47808,Passa-Vinte,2108
SP,35,56701,Vinhedo,73855
MG,31,10004,Caeté,44066
RS,43,23200,Victor Graeff,3060
CE,23,05332,Ibicuitinga,12242
SP,35,14908,Elias Fausto,17241
SP,35,45506,Sandovalina,4126
MG,31,30804,Ingaí,2775
MT,51,05101,Juara,33731
RS,43,10850,Jaboticaba,4099
MT,51,05002,Jauru,9003
PI,22,05508,José de Freitas,38440
SE,28,00704,Brejo Grande,8271
GO,52,09952,Indiara,15056
MG,31,54309,Resplendor,17695
RS,43,14548,Pinto Bandeira,2847
GO,52,20264,São Miguel do Passa Quatro,4013
MG,31,46404,Paineiras,4663
PI,22,00053,Acauã,6951
MG,31,36900,Juruaia,10235
MS,50,08404,Vicentina,6034
SP,35,23305,Itariri,16913
PA,15,05502,Paragominas,108547
PB,25,06103,Fagundes,11345
MG,31,69059,Tocos do Moji,4136
AL,27,01308,Cajueiro,21443
PI,22,06902,Novo Oriente do Piauí,6474
MG,31,68804,Tiradentes,7726
MG,31,03108,Antônio Prado de Minas,1670
GO,52,05703,Córrego do Ouro,2539
RO,11,00155,Ouro Preto do Oeste,39840
SP,35,34708,Ourinhos,111056
RJ,33,05307,São Sebastião do Alto,9075
MG,31,17876,Confins,6545
SE,28,03005,Itabaianinha,41686
RS,43,18457,São José das Missões,2725
PR,41,17206,Nova Olímpia,5806
TO,17,10904,Itapiratins,3752
MA,21,03257,Cidelândia,14446
RS,43,07708,Esteio,84114
MG,31,29004,Guiricema,8743
PB,25,05238,Cuité de Mamanguape,6349
CE,23,02909,Capistrano,17621
PA,15,00909,Augusto Corrêa,44227
MG,31,07901,Bom Repouso,10771
CE,23,13252,Tarrafas,8875
SP,35,15301,Estrela do Norte,2765
SP,35,03158,Arapeí,2516
MG,31,42908,Monte Azul,21884
RN,24,03905,Francisco Dantas,2899
RN,24,02600,Ceará-Mirim,73370
PE,26,00807,Altinho,22886
TO,17,18840,Sandolândia,3410
BA,29,27507,Santa Bárbara,21310
SP,35,49201,São João das Duas Pontes,2607
SP,35,08009,Buri,19655
BA,29,03706,Boa Nova,14314
PR,41,14351,Manfrinópolis,2907
SP,35,25003,Jandira,120177
RS,43,22186,Tupanci do Sul,1578
SC,42,02800,Braço do Norte,32209
PE,26,03108,Cachoeirinha,20082
AM,13,00706,Boca do Acre,33840
PR,41,09104,Guaporema,2291
MG,31,35506,Jequeri,12901
CE,23,00408,Aiuaba,17098
MG,31,20409,Cristiano Otoni,5215
MG,31,11002,Campestre,21417
AP,16,00501,Oiapoque,24892
CE,23,04459,Fortim,16115
BA,29,30600,Serrolândia,13774
MG,31,26802,Frei Gaspar,6026
BA,29,16104,Itaparica,22744
PI,22,04154,Francisco Macedo,3113
TO,17,18881,Santa Maria do Tocantins,3305
SP,35,40804,Potirendaba,16857
MG,31,66006,Senhora de Oliveira,5886
MA,21,10609,São Bernardo,28020
SP,35,20806,Inúbia Paulista,3907
PR,41,25704,São Miguel do Iguaçu,27330
PR,41,25407,São José da Boa Vista,6512
PR,41,04006,Campina Grande do Sul,42187
PB,25,00205,Aguiar,5567
MA,21,03158,Centro do Guilherme,13295
RS,43,18465,São José do Herval,2172
PR,41,08106,Flórida,2685
SP,35,09106,Caiuá,5628
MG,31,51503,Piumhi,34306
AC,12,00351,Marechal Thaumaturgo,17401
PE,26,11507,Quipapá,25686
PI,22,02109,Campinas do Piauí,5515
MS,50,05251,Laguna Carapã,7097
ES,32,03163,Laranja da Terra,11447
RJ,33,00233,Armação dos Búzios,31674
RJ,33,01207,Carmo,18322
RS,43,22400,Uruguaiana,129720
TO,17,17008,Pindorama do Tocantins,4534
BA,29,33406,Wagner,9743
MA,21,05427,Itinga do Maranhão,25518
MG,31,62708,São João do Paraíso,23630
SP,35,04206,Auriflama,15024
BA,29,04753,Buritirama,21671
CE,23,12304,São Benedito,46414
SP,35,54904,Três Fronteiras,5743
PR,41,17503,Paiçandu,39728
CE,23,01257,Ararendá,10800
MA,21,10401,São Benedito do Rio Preto,18319
RN,24,00802,Angicos,11908
SP,35,53658,Taquaral,2821
PI,22,05250,Jardim do Mulato,4422
SP,35,39608,Planalto,5005
GO,52,00555,Alto Horizonte,5629
MG,31,04205,Arcos,39537
SP,35,56958,Vitória Brasil,1827
BA,29,01007,Amargosa,38041
SP,35,26100,Juquiá,19274
RS,43,18432,São João do Polêsine,2649
SP,35,05203,Bariri,34328
SC,42,02503,Bom Jardim da Serra,4663
PB,25,08802,Malta,5668
RS,43,18499,São José do Inhacorá,2212
RS,43,22103,Tucunduva,5979
AM,13,01951,Itamarati,8153
RS,43,14555,Pirapó,2651
AC,12,00435,Santa Rosa do Purus,6021
MG,31,28907,Guimarânia,7895
PI,22,07504,Palmeirais,14253
SP,35,50407,São Pedro,34595
RN,24,11908,São Francisco do Oeste,4206
MG,31,15458,Catuji,6646
MG,31,41801,Minas Novas,31963
MA,21,06631,Matões do Norte,16552
RS,43,04689,Capela de Santana,11375
SP,35,26902,Limeira,298701
SC,42,11454,Nova Itaberaba,4339
MA,21,03554,Conceição do Lago-Açu,15995
MG,31,22405,Divisa Nova,6050
SP,35,37800,Piedade,54907
GO,52,04706,Campinorte,12198
SC,42,02008,Balneário Camboriú,131727
GO,52,04953,Campos Verdes,3631
RN,24,08409,Olho-d'Água do Borges,4359
PI,22,02729,Cocal dos Alves,6042
SP,35,29500,Mendonça,5232
SC,42,17105,São Martinho,3217
MG,31,06309,Belo Oriente,25895
PR,41,28203,União da Vitória,56650
PA,15,07755,Sapucaia,5678
MT,51,05622,Mirassol d'Oeste,26596
PA,15,08159,Uruará,44370
RS,43,00570,Alto Feliz,3032
PB,25,09156,Marizópolis,6569
SP,35,17604,Guapiara,17758
SP,35,09908,Cananéia,12606
MG,31,02605,Andradas,40407
SP,35,07605,Bragança Paulista,162435
PI,22,00608,Angical do Piauí,6688
PA,15,06906,Santarém Novo,6482
PA,15,03606,Itaituba,98485
RJ,33,04904,São Gonçalo,1044058
PI,22,10508,São Pedro do Piauí,14027
SP,35,42008,Quintana,6484
RS,43,04903,Casca,9059
PB,25,10709,Passagem,2404
PI,22,11100,União,43689
RS,43,18309,São Gabriel,62874
SP,35,20103,Igarapava,29902
MG,31,57377,Santa Cruz de Salinas,4359
MA,21,05807,Lago do Junco,10638
PB,25,06202,Frei Martinho,2988
SP,35,05302,Barra Bonita,36326
SP,35,22703,Itápolis,42547
GO,52,08905,Goiás,24269
BA,29,32200,Ubaitaba,20646
SP,35,55901,Uru,1218
MA,21,02325,Buriticupu,71227
BA,29,16708,Itaquara,8557
MG,31,70107,Uberaba,325279
SP,35,39806,Poá,114650
MG,31,59209,Santa Rita de Caldas,9208
RS,43,10801,Ivoti,22270
SC,42,17956,Tigrinhos,1707
TO,17,16604,Peixe,11467
PR,41,15739,Mato Rico,3622
SP,35,00303,Aguaí,35189
AL,27,06901,Pilar,35428
MG,31,45877,Orizânia,7891
RN,24,04200,Goianinha,25685
RS,43,07104,Herval,6978
MA,21,04099,Formosa da Serra Negra,18793
SC,42,06207,Gravatal,11313
BA,29,31400,Teodoro Sampaio,7984
MG,31,72004,Visconde do Rio Branco,41567
RS,43,12757,Nova Alvorada,3457
MA,21,09403,Primeira Cruz,15068
AL,27,01407,Campo Alegre,57008
RO,11,00106,Guajará-Mirim,47048
PA,15,06203,Salinópolis,39328
PR,41,23006,Salto do Lontra,14627
RN,24,07104,Macaíba,79211
PR,41,21257,Ramilândia,4410
SE,28,02106,Estância,68846
RS,43,14704,Planalto,10650
RN,24,03301,Encanto,5630
AP,16,00402,Mazagão,19981
MG,31,43906,Muriaé,107916
SP,35,42602,Registro,56356
SP,35,25508,Joanópolis,12837
PB,25,13208,Santa Cruz,6582
GO,52,22302,Vila Propício,5635
RS,43,22327,Turuçu,3590
PI,22,00954,Aroeiras do Itaim,2460
RS,43,04952,Caseiros,3174
PR,41,16000,Miraselva,1880
PE,26,11804,Ribeirão,46877
SC,42,06504,Guaramirim,41879
RS,43,12302,Miraguaí,4978
AP,16,00105,Amapá,8690
PE,26,03454,Camaragibe,155228
PI,22,07751,Passagem Franca do Piauí,4491
BA,29,25204,Pojuca,37993
SP,35,31407,Monte Aprazível,24128
BA,29,10404,Encruzilhada,19837
SC,42,12403,Pedras Grandes,4047
MG,31,23403,Doresópolis,1526
RS,43,01305,Arroio Grande,18935
SP,35,15350,Euclides da Cunha Paulista,9600
PI,22,07355,Pajeú do Piauí,3321
SC,42,17550,Serra Alta,3307
MG,31,35407,Jeceaba,5250
BA,29,18357,João Dourado,25431
TO,17,16505,Pedro Afonso,13097
CE,23,01950,Barreira,20835
BA,29,02906,Barra do Choça,34421
BA,29,20304,Malhada de Pedras,8875
SP,35,03307,Araras,130102
MG,31,66303,Sericita,7420
RS,43,11759,Manoel Viana,7372
PA,15,06708,Santana do Araguaia,68934
MG,31,65537,Sarzedo,30478
GO,52,17708,Pontalina,17933
MA,21,01509,Barão de Grajaú,18496
RS,43,19000,São Marcos,21286
SC,42,15703,Santo Amaro da Imperatriz,22266
PB,25,05352,Damião,5296
PE,26,13206,São João,22518
PB,25,07705,Juazeirinho,18061
MS,50,00856,Angélica,10304
PI,22,05854,Madeiro,8143
SC,42,10308,Major Vieira,7957
PI,22,09302,Santa Luz,5741
MT,51,07750,Salto do Céu,3423
SP,35,45704,Santa Albertina,5985
ES,32,01001,Boa Esperança,15390
SP,35,37602,Peruíbe,65907
SP,35,08306,Cabrália Paulista,4371
MS,50,05103,Jateí,4031
BA,29,27705,Santa Cruz Cabrália,28394
SP,35,47403,Santa Rita d'Oeste,2554
PE,26,02407,Brejão,8980
MA,21,03109,Cedral,10473
RS,43,05124,Cerrito,6461
MG,31,19906,Córrego do Bom Jesus,3807
SP,35,19600,Ibitinga,58188
RS,43,17103,Sant'Ana do Livramento,82631
PB,25,02300,Bom Sucesso,4989
SC,42,04558,Correia Pinto,13591
PR,41,07603,Faxinal,17233
RS,43,07559,Estação,6165
SP,35,44400,Rubiácea,3015
SP,35,11201,Catiguá,7652
RS,43,10306,Ilópolis,4205
MG,31,45455,Olhos-d'Água,5878
CE,23,05654,Ipaporanga,11499
CE,23,04350,Forquilha,23801
SC,42,04608,Criciúma,209153
MG,31,04502,Arinos,18232
RS,43,19109,São Martinho,5799
GO,52,03302,Bela Vista de Goiás,28077
SP,35,18107,Guarantã,6662
PR,41,19251,Pinhal de São Bento,2749
ES,32,01704,Conceição do Castelo,12856
SC,42,17709,Sombrio,29340
BA,29,04704,Buerarema,19269
BA,29,15809,Itambé,23147
BA,29,01502,Anguera,11402
PI,22,07603,Parnaguá,10589
PI,22,08403,Piripiri,62695
BA,29,24306,Piatã,18366
AL,27,00805,Belém,4517
RJ,33,00506,Bom Jardim,26424
MA,21,05153,Igarapé do Meio,13968
PR,41,14807,Marialva,34675
SP,35,16002,Flórida Paulista,14143
RS,43,11403,Lajeado,79172
PE,26,07505,Itaíba,26362
GO,52,13509,Monte Alegre de Goiás,8392
BA,29,11006,Floresta Azul,11279
PA,15,04752,Mojuí dos Campos,15548
PB,25,05600,Diamante,6570
PR,41,09658,Honório Serpa,5705
BA,29,29701,Sátiro Dias,20376
SP,35,02903,Araçoiaba da Serra,31915
MG,31,39250,Mamonas,6608
PR,41,01200,Antonina,19418
SP,35,15103,Embu-Guaçu,67788
SC,42,14706,Rio dos Cedros,11295
RS,43,21626,Travesseiro,2390
MG,31,62658,São João do Pacuí,4369
SP,35,35804,Paranapanema,19545
MT,51,07008,Poxoréu,16209
PA,15,05031,Novo Progresso,25102
PB,25,06608,Ibiara,5949
TO,17,18907,Santa Rosa do Tocantins,4814
MG,31,13602,Careaçu,6721
RS,43,01875,Barra do Quaraí,4212
PB,25,00577,Algodão de Jandaíra,2488
PB,25,02607,Igaracy,6182
GO,52,07402,Edéia,12140
MG,31,59357,Santa Rita de Minas,7097
GO,52,15504,Ouvidor,6242
RJ,33,05133,São José de Ubá,7236
PI,22,10383,São Miguel da Baixa Grande,2412
PB,25,07101,Itapororoca,18527
SE,28,01603,Cedro de São João,5912
PB,25,13927,São Bentinho,4497
RS,43,05116,Centenário,3021
MG,31,01631,Alfredo Vasconcelos,6709
SC,42,18855,União do Oeste,2650
RS,43,04697,Capitão,2763
MG,31,30606,Inconfidentes,7324
RS,43,12351,Montauri,1551
RS,43,17301,Santa Vitória do Palmar,31352
SP,35,27504,Lucianópolis,2372
MA,21,04602,Governador Eugênio Barros,16522
RS,43,04663,Capão do Leão,25441
BA,29,01809,Antônio Gonçalves,11989
SP,35,32108,Murutinga do Sul,4434
MG,31,57906,Santa Margarida,16080
SP,35,24600,Jacupiranga,17876
RJ,33,02205,Itaperuna,99504
CE,23,06108,Irauçuba,23704
TO,17,11506,Jaú do Tocantins,3791
MG,31,63201,São José do Alegre,4213
GO,52,00902,Amorinópolis,3447
RS,43,20230,Sede Nova,3057
SC,42,11900,Palhoça,161395
SE,28,07006,São Miguel do Aleixo,3923
MG,31,64506,São Sebastião do Maranhão,10564
BA,29,06873,Capim Grosso,31181
PE,26,00906,Amaraji,22685
PA,15,02939,Dom Eliseu,57251
PI,22,02539,Caraúbas do Piauí,5750
MG,31,20508,Cristina,10483
GO,52,19605,Santa Tereza de Goiás,3761
AL,27,06703,Penedo,64292
MG,31,37809,Lambari,20773
MG,31,23007,Dores de Campos,10026
AL,27,08402,São José da Tapera,32455
GO,52,04201,Cachoeira de Goiás,1419
PR,41,14104,Mandaguaçu,21920
MG,31,24500,Estiva,11411
MG,31,36207,João Monlevade,79100
PR,41,25100,São João do Triunfo,14815
SE,28,01207,Canindé de São Francisco,28832
RS,43,18804,São Lourenço do Sul,44561
PR,41,11902,Jaguapitã,13287
GO,52,22005,Vianópolis,13567
SP,35,46801,Santa Isabel,55476
